Alumni_ID,Age,Gender,Graduation_Year,Degree_Level,Major,Alumni_Status,Email_Available,Phone_Available,Wealth_Rating,Income_Bracket,Event_Attendance,Email_Open_Rate,Location,Consecutive_Giving_Years,Donation_Last_Year_2024,Total_Lifetime_Giving,Is_Donor_2025
ALM008111,30,Female,2003,Bachelor,Liberal Arts,Inactive,Yes,No,B,>$500K,3,15.2,"Washington DC, USA",0,0.0,0.0,No
ALM008112,22,Female,1992,Bachelor,Education,Inactive,Yes,Yes,C,<$50K,1,18.43,"Mysore, India",0,0.0,0.0,No
ALM008113,22,Female,1991,Master,Engineering,Inactive,Yes,Yes,B,<$50K,3,14.01,"Salem, India",0,0.0,0.0,No
ALM008114,25,Male,2013,Bachelor,Business,Active,Yes,Yes,B,<$50K,4,42.26,"Dallas, USA",3,1949.37,8002.61,Yes
ALM008115,31,Male,1985,Bachelor,Business,Active,Yes,No,D,>$500K,1,36.72,"Cork, Ireland",1,150.66,177.08,Yes
ALM008116,42,Female,1971,Bachelor,Computer Science,Inactive,Yes,Yes,C,$100K-$150K,3,9.79,"Coimbatore, India",0,0.0,0.0,Yes
ALM008117,29,Female,1977,Bachelor,Business,Inactive,Yes,Yes,C,$50K-$100K,2,51.95,"San Diego, USA",0,0.0,0.0,No
ALM008118,50,Male,1993,Bachelor,Business,Active,No,Yes,A,>$500K,0,31.4,"Hosur, India",14,10578.52,150587.57,Yes
ALM008119,41,Female,2021,Bachelor,Business,Inactive,Yes,Yes,B+,$100K-$150K,3,37.09,"Jacksonville, USA",0,0.0,0.0,Yes
ALM008120,45,Female,2017,Bachelor,Business,Active,Yes,Yes,B,$150K-$250K,4,20.21,"Los Angeles, USA",0,0.0,0.0,No
ALM008121,62,Male,1976,Master,Engineering,Inactive,No,Yes,A,<$50K,2,14.82,"Philadelphia, USA",0,0.0,0.0,No
ALM008122,27,Female,1990,Master,Medicine,Active,Yes,Yes,C+,$250K-$500K,1,14.49,"Coimbatore, India",0,0.0,0.0,No
ALM008123,51,Male,1996,Bachelor,Computer Science,Inactive,Yes,Yes,C+,$250K-$500K,1,20.97,"Minneapolis, USA",1,313.33,441.84,No
ALM008124,44,Female,2012,Master,Education,Inactive,Yes,Yes,B,$150K-$250K,3,23.06,"Detroit, USA",0,0.0,0.0,No
ALM008125,39,Female,1982,Bachelor,Business,Lost Contact,Yes,Yes,B,<$50K,1,4.49,"Nagercoil, India",0,0.0,0.0,No
ALM008126,58,Male,1983,Bachelor,Engineering,Lost Contact,No,Yes,A,<$50K,1,28.41,"Hosur, India",0,0.0,0.0,No
ALM008127,58,Female,2017,Bachelor,Engineering,Inactive,Yes,Yes,C,$150K-$250K,2,14.48,"Shenzhen, China",15,370.18,6086.11,Yes
ALM008128,30,Female,2021,Bachelor,Business,Inactive,Yes,Yes,B,$50K-$100K,2,3.71,"Kolkata, India",0,0.0,0.0,No
ALM008129,42,Female,2019,Bachelor,Medicine,Active,Yes,No,C,$50K-$100K,2,30.91,"Chengdu, China",0,0.0,0.0,No
ALM008130,49,Male,1983,Master,Education,Active,Yes,Yes,C,$50K-$100K,2,20.05,"Hosur, India",0,0.0,0.0,No
ALM008131,40,Female,1972,Bachelor,Computer Science,Inactive,Yes,Yes,C+,$50K-$100K,1,31.65,"Oxford, UK",0,0.0,0.0,No
ALM008132,53,Female,2002,Bachelor,Business,Inactive,Yes,Yes,C+,$100K-$150K,1,42.99,"Washington DC, USA",17,493.41,10048.3,Yes
ALM008133,49,Female,2020,Professional,Sciences,Inactive,Yes,Yes,B+,$50K-$100K,0,50.84,"Boston, USA",3,1428.12,4268.21,Yes
ALM008134,72,Female,2001,Bachelor,Liberal Arts,Inactive,Yes,Yes,Unknown,$100K-$150K,4,9.24,"Cuddalore, India",4,41.26,165.02,Yes
ALM008135,22,Male,1981,Bachelor,Computer Science,Inactive,Yes,Yes,D,<$50K,0,42.15,"Basel, Switzerland",0,0.0,0.0,No
ALM008136,43,Male,2007,Bachelor,Liberal Arts,Inactive,No,Yes,C,$50K-$100K,5,49.59,"Atlanta, USA",0,0.0,0.0,No
ALM008137,31,Female,1974,Master,Business,Active,Yes,Yes,D,$250K-$500K,2,14.19,"Mysore, India",8,116.13,1041.26,Yes
ALM008138,54,Male,2004,Bachelor,Engineering,Inactive,Yes,No,D,<$50K,1,24.93,"Columbus, USA",0,0.0,0.0,No
ALM008139,22,Female,1986,Bachelor,Computer Science,Inactive,Yes,Yes,C+,$50K-$100K,2,58.75,"Surat, India",0,0.0,0.0,No
ALM008140,50,Female,2001,Master,Liberal Arts,Inactive,Yes,Yes,B+,$50K-$100K,2,55.93,"Karur, India",0,0.0,0.0,Yes
ALM008141,35,Male,1995,Bachelor,Liberal Arts,Inactive,Yes,Yes,B+,$150K-$250K,4,7.55,"San Diego, USA",0,0.0,0.0,No
ALM008142,33,Female,2009,Bachelor,Law,Active,Yes,Yes,C+,$100K-$150K,3,39.61,"Dallas, USA",0,0.0,0.0,No
ALM008143,23,Male,1978,Professional,Business,Inactive,Yes,Yes,C,$100K-$150K,1,57.39,"Nashville, USA",21,219.88,6273.9,No
ALM008144,38,Female,1978,Bachelor,Business,Inactive,Yes,Yes,B,$150K-$250K,2,11.41,"Xi'an, China",0,0.0,0.0,No
ALM008145,61,Male,2004,PhD,Business,Lost Contact,Yes,Yes,B,$150K-$250K,1,35.8,"Amsterdam, Netherlands",11,1718.78,25007.99,No
ALM008146,44,Male,1985,Master,Engineering,Inactive,Yes,No,A,$50K-$100K,1,19.43,"Tokyo, Japan",13,11113.8,208620.27,Yes
ALM008147,54,Male,1975,Bachelor,Engineering,Active,Yes,Yes,C,$50K-$100K,2,29.62,"San Jose, USA",0,0.0,0.0,Yes
ALM008148,69,Female,1989,PhD,Engineering,Inactive,No,No,B+,$100K-$150K,1,25.35,"Hosur, India",6,1526.96,8427.98,Yes
ALM008149,48,Male,1980,Master,Business,Inactive,Yes,Yes,D,$100K-$150K,2,10.92,"Boston, USA",0,0.0,0.0,No
ALM008150,36,Male,1979,PhD,Engineering,Inactive,Yes,Yes,B+,$50K-$100K,3,21.6,"Hamilton, Canada",8,1538.78,12668.65,Yes
ALM008151,52,Male,2024,Bachelor,Business,Inactive,No,Yes,C,$150K-$250K,2,41.98,"Jakarta, Indonesia",11,201.57,2023.74,Yes
ALM008152,36,Male,1999,Bachelor,Engineering,Active,Yes,Yes,C,<$50K,1,49.51,"Dallas, USA",0,0.0,0.0,No
ALM008153,37,Female,2022,Bachelor,Medicine,Active,Yes,Yes,D,$250K-$500K,2,27.28,"Portland, USA",13,227.33,4021.81,No
ALM008154,22,Male,2010,Bachelor,Law,Inactive,Yes,Yes,C+,$100K-$150K,1,22.32,"Denver, USA",25,431.19,11240.87,Yes
ALM008155,58,Female,2007,Bachelor,Liberal Arts,Inactive,Yes,Yes,B,$100K-$150K,0,39.22,"Indianapolis, USA",20,1414.26,26574.32,Yes
ALM008156,39,Female,1989,Master,Computer Science,Active,Yes,Yes,A,$100K-$150K,2,13.59,"Mumbai, India",0,0.0,0.0,Yes
ALM008157,47,Female,1983,PhD,Sciences,Inactive,No,Yes,D,<$50K,0,4.9,"Seattle, USA",12,50.06,615.07,No
ALM008158,29,Male,2016,Bachelor,Computer Science,Lost Contact,Yes,Yes,B,$250K-$500K,1,33.72,"Denver, USA",0,0.0,0.0,No
ALM008159,51,Female,2010,Master,Liberal Arts,Inactive,Yes,Yes,Unknown,$150K-$250K,1,17.79,"Nashville, USA",0,0.0,0.0,No
ALM008160,33,Male,1986,Bachelor,Business,Inactive,Yes,No,B,$100K-$150K,3,17.91,"San Jose, USA",21,1277.98,26198.15,No
ALM008161,42,Female,2000,Master,Medicine,Active,Yes,No,C+,$100K-$150K,3,6.55,"Miami, USA",0,0.0,0.0,No
ALM008162,58,Female,2024,Master,Business,Inactive,Yes,Yes,B,$100K-$150K,1,21.09,"Shenzhen, China",9,1066.11,8804.1,Yes
ALM008163,56,Female,1975,Bachelor,Business,Active,Yes,Yes,C+,$100K-$150K,1,33.69,"Atlanta, USA",23,57.71,1652.86,Yes
ALM008164,44,Female,2003,Bachelor,Liberal Arts,Lost Contact,No,No,B+,$250K-$500K,2,30.67,"Düsseldorf, Germany",0,0.0,0.0,No
ALM008165,22,Female,1989,Master,Law,Inactive,No,Yes,B,$50K-$100K,2,56.8,"Chicago, USA",8,101.89,902.42,Yes
ALM008166,85,Female,1989,Bachelor,Business,Lost Contact,No,Yes,C+,$100K-$150K,1,64.02,"Singapore, Singapore",0,0.0,0.0,No
ALM008167,71,Male,1987,Bachelor,Liberal Arts,Lost Contact,Yes,No,C,$50K-$100K,3,75.12,"Charlotte, USA",0,0.0,0.0,No
ALM008168,55,Male,1994,PhD,Business,Inactive,Yes,Yes,C,<$50K,3,64.47,"Sharjah, UAE",11,290.56,4669.07,Yes
ALM008169,33,Male,2023,Professional,Medicine,Active,Yes,Yes,B+,<$50K,3,33.37,"Galway, Ireland",0,0.0,0.0,No
ALM008170,43,Male,1998,Master,Sciences,Inactive,Yes,Yes,C+,<$50K,3,52.27,"Indianapolis, USA",0,0.0,0.0,No
ALM008171,36,Female,2012,Master,Business,Inactive,Yes,Yes,C+,$50K-$100K,1,41.71,"New York, USA",0,0.0,0.0,No
ALM008172,63,Female,2007,Bachelor,Liberal Arts,Active,Yes,Yes,C+,$50K-$100K,3,56.57,"Ambur, India",6,249.98,1165.0,Yes
ALM008173,48,Male,1992,Bachelor,Engineering,Lost Contact,No,Yes,B,<$50K,0,18.05,"Daegu, South Korea",0,0.0,0.0,No
ALM008174,33,Female,2009,Professional,Business,Lost Contact,Yes,Yes,C,$50K-$100K,3,4.86,"San Diego, USA",0,0.0,0.0,No
ALM008175,37,Male,1986,Master,Sciences,Inactive,Yes,Yes,B,$50K-$100K,2,9.26,"Phoenix, USA",0,0.0,0.0,Yes
ALM008176,61,Female,2005,Master,Liberal Arts,Inactive,Yes,Yes,B,<$50K,3,31.98,"Dindigul, India",0,0.0,0.0,No
ALM008177,69,Female,1997,Bachelor,Business,Inactive,Yes,Yes,B+,$50K-$100K,1,47.96,"Manchester, UK",11,841.53,8633.16,Yes
ALM008178,67,Female,1982,PhD,Business,Inactive,Yes,Yes,B+,$100K-$150K,1,46.97,"Columbus, USA",0,0.0,0.0,No
ALM008179,56,Female,2016,Bachelor,Computer Science,Active,Yes,No,D,<$50K,4,42.66,"Osaka, Japan",16,54.88,741.7,No
ALM008180,41,Male,1998,Bachelor,Liberal Arts,Active,No,Yes,B,$100K-$150K,4,23.44,"Kumbakonam, India",0,0.0,0.0,Yes
ALM008181,22,Female,2022,Bachelor,Business,Active,Yes,Yes,C,<$50K,1,7.63,"Boston, USA",0,0.0,0.0,No
ALM008182,49,Male,1971,Master,Business,Active,Yes,No,C,$250K-$500K,4,53.68,"Columbus, USA",23,341.84,8460.15,Yes
ALM008183,44,Male,2009,Master,Business,Active,No,Yes,C+,<$50K,3,24.67,"Dallas, USA",0,0.0,0.0,No
ALM008184,47,Female,1988,Bachelor,Sciences,Lost Contact,Yes,No,D,$50K-$100K,2,27.09,"Kumbakonam, India",25,122.9,3880.08,Yes
ALM008185,45,Male,1993,Bachelor,Education,Inactive,Yes,Yes,A+,$50K-$100K,4,31.13,"Philadelphia, USA",0,0.0,0.0,Yes
ALM008186,25,Female,1992,Master,Engineering,Active,Yes,Yes,B+,$100K-$150K,3,34.16,"San Diego, USA",0,0.0,0.0,No
ALM008187,53,Female,1974,PhD,Sciences,Inactive,Yes,No,D,$150K-$250K,2,27.98,"Dallas, USA",0,0.0,0.0,No
ALM008188,54,Male,2018,Bachelor,Liberal Arts,Inactive,Yes,Yes,Unknown,$100K-$150K,3,19.7,"Philadelphia, USA",4,98.0,521.44,Yes
ALM008189,55,Female,1981,Master,Liberal Arts,Active,Yes,No,C+,$100K-$150K,2,37.19,"Patna, India",19,585.38,12983.69,Yes
ALM008190,59,Male,1988,Professional,Education,Lost Contact,Yes,Yes,C,$150K-$250K,3,42.86,"San Francisco, USA",0,0.0,0.0,Yes
ALM008191,54,Female,2018,Bachelor,Business,Active,Yes,Yes,B+,$100K-$150K,0,16.73,"London, UK",5,1623.55,11481.38,No
ALM008192,38,Female,1977,Bachelor,Engineering,Active,Yes,No,C,$50K-$100K,3,6.48,"Phoenix, USA",17,693.41,11083.48,Yes
ALM008193,43,Male,1991,Professional,Medicine,Active,Yes,No,C,<$50K,1,51.57,"Miami, USA",0,0.0,0.0,No
ALM008194,46,Male,2005,Bachelor,Engineering,Lost Contact,Yes,No,A,$100K-$150K,2,37.59,"Sheffield, UK",0,0.0,0.0,No
ALM008195,46,Male,2007,Bachelor,Computer Science,Lost Contact,Yes,Yes,C,$150K-$250K,1,43.75,"Thoothukudi, India",24,157.3,4479.86,Yes
ALM008196,59,Female,2020,Master,Liberal Arts,Lost Contact,Yes,Yes,A+,$50K-$100K,2,10.5,"Miami, USA",15,1858.21,32709.33,Yes
ALM008197,54,Male,2000,Master,Engineering,Lost Contact,Yes,Yes,Unknown,>$500K,1,18.76,"Kochi, India",0,0.0,0.0,No
ALM008198,76,Male,1987,Master,Business,Active,Yes,Yes,Unknown,<$50K,9,21.14,"Miami, USA",22,51.18,1431.56,Yes
ALM008199,78,Female,2003,Master,Engineering,Inactive,Yes,Yes,C,<$50K,0,3.75,"Indianapolis, USA",7,389.45,3239.3,Yes
ALM008200,46,Female,1986,Master,Sciences,Inactive,No,No,C+,$100K-$150K,3,32.29,"Thanjavur, India",20,419.29,7215.77,Yes
ALM008201,22,Female,1985,Bachelor,Engineering,Lost Contact,Yes,No,B,$50K-$100K,0,51.93,"Sharjah, UAE",5,1971.74,11268.41,Yes
ALM008202,63,Female,1983,Bachelor,Sciences,Inactive,Yes,Yes,B,$100K-$150K,2,48.57,"Patna, India",0,0.0,0.0,Yes
ALM008203,36,Female,2009,Bachelor,Engineering,Inactive,Yes,Yes,A,$50K-$100K,2,18.35,"Pune, India",0,0.0,0.0,Yes
ALM008204,32,Female,1973,Master,Computer Science,Inactive,No,Yes,C,$50K-$100K,4,55.2,"Seoul, South Korea",0,0.0,0.0,Yes
ALM008205,39,Male,1994,PhD,Medicine,Inactive,No,Yes,Unknown,$100K-$150K,1,22.32,"Frankfurt, Germany",0,0.0,0.0,No
ALM008206,38,Female,1993,Bachelor,Liberal Arts,Inactive,No,Yes,B+,$250K-$500K,1,27.96,"Toulouse, France",7,254.66,1788.73,Yes
ALM008207,54,Male,2015,Bachelor,Education,Lost Contact,Yes,Yes,Unknown,$50K-$100K,3,15.41,"Geneva, Switzerland",0,0.0,0.0,No
ALM008208,22,Male,2018,PhD,Business,Lost Contact,Yes,No,C+,<$50K,1,23.18,"Charlotte, USA",19,362.08,5943.48,Yes
ALM008209,28,Female,1971,Bachelor,Business,Inactive,Yes,Yes,B+,$100K-$150K,1,22.25,"Jacksonville, USA",18,1429.01,28487.63,Yes
ALM008210,50,Male,2002,Bachelor,Engineering,Active,Yes,Yes,C,$250K-$500K,1,28.13,"San Jose, USA",0,0.0,0.0,Yes
ALM008211,54,Female,2003,Master,Business,Inactive,Yes,Yes,D,$50K-$100K,0,50.38,"Nashville, USA",6,27.4,164.49,Yes
ALM008212,54,Male,2018,Bachelor,Engineering,Inactive,Yes,Yes,B,$50K-$100K,4,17.42,"Jacksonville, USA",5,1880.17,11003.22,Yes
ALM008213,33,Male,2000,Bachelor,Medicine,Inactive,Yes,Yes,Unknown,$250K-$500K,1,15.54,"Brisbane, Australia",5,52.48,360.25,Yes
ALM008214,30,Female,1972,PhD,Computer Science,Inactive,Yes,Yes,C+,$100K-$150K,2,55.22,"Tiruppur, India",9,35.93,392.52,Yes
ALM008215,37,Female,1988,Professional,Liberal Arts,Active,Yes,No,A+,$100K-$150K,0,24.45,"Boston, USA",3,3942.3,16569.48,Yes
ALM008216,48,Female,2023,Bachelor,Sciences,Inactive,Yes,No,B,<$50K,0,23.09,"Los Angeles, USA",0,0.0,0.0,No
ALM008217,67,Female,2000,Master,Engineering,Lost Contact,No,No,C,$100K-$150K,1,28.55,"Nashville, USA",9,352.55,3055.79,Yes
ALM008218,22,Male,1988,Master,Engineering,Active,Yes,Yes,B+,$150K-$250K,1,37.31,"Los Angeles, USA",0,0.0,0.0,No
ALM008219,41,Female,1975,Bachelor,Liberal Arts,Lost Contact,Yes,Yes,B+,$100K-$150K,2,21.49,"San Francisco, USA",0,0.0,0.0,No
ALM008220,25,Male,1975,PhD,Business,Active,Yes,Yes,C+,<$50K,2,24.87,"Seoul, South Korea",21,313.75,6641.24,Yes
ALM008221,22,Female,1978,Bachelor,Liberal Arts,Active,Yes,Yes,B,$100K-$150K,5,13.83,"Kumbakonam, India",0,0.0,0.0,No
ALM008222,59,Male,1979,Bachelor,Engineering,Active,Yes,Yes,C+,$150K-$250K,1,37.75,"Canberra, Australia",13,201.31,2965.41,Yes
ALM008223,53,Female,2002,Bachelor,Sciences,Inactive,Yes,Yes,B,$50K-$100K,2,6.65,"Singapore, Singapore",22,828.43,17673.34,Yes
ALM008224,51,Female,1984,Master,Computer Science,Active,No,Yes,C,$150K-$250K,1,38.7,"New York, USA",22,205.87,4584.04,Yes
ALM008225,58,Male,1983,Bachelor,Liberal Arts,Inactive,Yes,Yes,C+,$100K-$150K,2,50.52,"Fukuoka, Japan",0,0.0,0.0,No
ALM008226,37,Female,1988,PhD,Business,Inactive,Yes,No,Unknown,$50K-$100K,0,21.18,"Vancouver, Canada",8,166.67,1465.62,Yes
ALM008227,38,Male,1974,Master,Engineering,Inactive,Yes,Yes,B,$100K-$150K,1,2.35,"Philadelphia, USA",6,577.0,4301.06,Yes
ALM008228,77,Male,2020,Bachelor,Business,Inactive,No,Yes,B+,$100K-$150K,0,34.34,"Dubai, UAE",0,0.0,0.0,No
ALM008229,41,Female,1992,Master,Liberal Arts,Active,No,No,C,$50K-$100K,2,16.12,"Yokohama, Japan",0,0.0,0.0,No
ALM008230,56,Male,1990,Bachelor,Business,Active,Yes,Yes,C,$100K-$150K,3,15.29,"Visakhapatnam, India",19,77.58,1781.85,No
ALM008231,45,Male,1985,Bachelor,Computer Science,Active,Yes,Yes,B,$50K-$100K,2,51.27,"São Paulo, Brazil",0,0.0,0.0,Yes
ALM008232,22,Female,1977,Bachelor,Engineering,Inactive,No,Yes,C,<$50K,1,19.8,"Detroit, USA",25,249.51,5679.05,Yes
ALM008233,22,Female,1983,Bachelor,Liberal Arts,Active,Yes,Yes,B,$100K-$150K,0,11.65,"Houston, USA",0,0.0,0.0,No
ALM008234,36,Male,2004,Bachelor,Business,Inactive,Yes,Yes,A,<$50K,2,11.71,"San Francisco, USA",0,0.0,0.0,No
ALM008235,60,Female,2011,Master,Engineering,Active,Yes,Yes,A,$50K-$100K,2,67.21,"Cape Town, South Africa",0,0.0,0.0,Yes
ALM008236,56,Female,2000,Bachelor,Education,Inactive,No,Yes,C+,$250K-$500K,3,22.48,"Dallas, USA",0,0.0,0.0,No
ALM008237,58,Female,1975,Bachelor,Computer Science,Lost Contact,Yes,Yes,Unknown,$50K-$100K,1,11.3,"Nice, France",0,0.0,0.0,No
ALM008238,30,Female,1971,Bachelor,Business,Inactive,Yes,Yes,C+,$50K-$100K,1,54.48,"Cambridge, UK",23,365.92,11736.99,Yes
ALM008239,69,Female,2001,Bachelor,Sciences,Inactive,Yes,No,C+,$250K-$500K,1,17.53,"Miami, USA",0,0.0,0.0,No
ALM008240,30,Female,2021,Bachelor,Sciences,Inactive,No,Yes,D,$150K-$250K,3,20.39,"San Jose, USA",0,0.0,0.0,Yes
ALM008241,48,Male,1990,Bachelor,Sciences,Inactive,Yes,Yes,Unknown,$100K-$150K,2,14.39,"Edinburgh, UK",0,0.0,0.0,No
ALM008242,44,Male,1989,Bachelor,Business,Inactive,Yes,Yes,B+,$150K-$250K,2,41.45,"Amsterdam, Netherlands",0,0.0,0.0,Yes
ALM008243,42,Female,2024,Bachelor,Medicine,Lost Contact,No,Yes,B+,<$50K,4,30.63,"Madurai, India",0,0.0,0.0,No
ALM008244,65,Female,1999,Bachelor,Computer Science,Active,Yes,Yes,C,$150K-$250K,3,6.91,"Denver, USA",9,113.79,943.72,Yes
ALM008245,34,Female,2015,Bachelor,Liberal Arts,Active,Yes,Yes,C+,$50K-$100K,1,18.31,"Boston, USA",13,111.13,1580.6,Yes
ALM008246,24,Male,2008,Bachelor,Engineering,Active,Yes,No,B,<$50K,1,10.76,"Jacksonville, USA",1,2085.69,2474.45,Yes
ALM008247,45,Female,1980,Master,Business,Active,Yes,Yes,D,$150K-$250K,3,11.7,"Nashville, USA",0,0.0,0.0,No
ALM008248,39,Female,1999,Professional,Liberal Arts,Active,Yes,Yes,C+,$50K-$100K,2,53.82,"San Antonio, USA",0,0.0,0.0,Yes
ALM008249,85,Female,2001,Master,Medicine,Active,Yes,Yes,B+,$50K-$100K,2,27.57,"Phoenix, USA",5,2785.91,11847.09,Yes
ALM008250,55,Female,1981,Bachelor,Liberal Arts,Inactive,Yes,Yes,B,$150K-$250K,0,11.6,"Bangalore, India",0,0.0,0.0,Yes
ALM008251,38,Female,1993,Bachelor,Business,Active,Yes,Yes,D,<$50K,1,41.79,"Chicago, USA",0,0.0,0.0,No
ALM008252,29,Male,2000,Bachelor,Engineering,Active,Yes,Yes,A+,<$50K,1,51.48,"Nice, France",0,0.0,0.0,Yes
ALM008253,22,Female,1995,Bachelor,Liberal Arts,Inactive,Yes,Yes,D,$150K-$250K,1,13.91,"Nagercoil, India",0,0.0,0.0,No
ALM008254,29,Female,1986,Bachelor,Business,Active,Yes,Yes,Unknown,$50K-$100K,1,10.36,"Austin, USA",0,0.0,0.0,No
ALM008255,46,Male,1993,Bachelor,Liberal Arts,Inactive,Yes,Yes,B,$150K-$250K,3,43.45,"Nagpur, India",10,591.99,6512.95,Yes
ALM008256,66,Male,2003,Bachelor,Sciences,Inactive,Yes,Yes,B,$150K-$250K,3,50.47,"Kumbakonam, India",24,843.91,24373.29,Yes
ALM008257,61,Female,2021,Bachelor,Computer Science,Active,Yes,Yes,B+,$100K-$150K,1,32.18,"Jaipur, India",2,266.21,438.79,Yes
ALM008258,48,Female,2007,Bachelor,Computer Science,Active,Yes,Yes,A,$100K-$150K,2,27.15,"Dindigul, India",10,7641.44,84573.31,Yes
ALM008259,40,Male,1998,Bachelor,Liberal Arts,Inactive,Yes,No,C,<$50K,2,26.46,"Ahmedabad, India",0,0.0,0.0,Yes
ALM008260,49,Male,1997,Bachelor,Medicine,Active,Yes,No,B+,$50K-$100K,0,10.43,"Hosur, India",0,0.0,0.0,No
ALM008261,37,Male,1976,Bachelor,Sciences,Active,Yes,Yes,D,$150K-$250K,0,45.6,"Washington DC, USA",0,0.0,0.0,No
ALM008262,70,Male,2008,Bachelor,Computer Science,Inactive,Yes,No,C+,$50K-$100K,6,29.39,"Los Angeles, USA",0,0.0,0.0,Yes
ALM008263,42,Female,2007,Bachelor,Sciences,Inactive,Yes,No,Unknown,<$50K,1,37.98,"Nagoya, Japan",0,0.0,0.0,No
ALM008264,43,Female,1976,Bachelor,Medicine,Active,Yes,Yes,Unknown,$250K-$500K,1,19.35,"Washington DC, USA",0,0.0,0.0,No
ALM008265,22,Female,1995,Bachelor,Business,Active,Yes,Yes,D,$100K-$150K,1,61.91,"Melbourne, Australia",20,60.08,1278.46,Yes
ALM008266,42,Female,1983,Bachelor,Sciences,Lost Contact,Yes,Yes,C+,$150K-$250K,1,35.32,"Dallas, USA",14,421.87,7213.98,Yes
ALM008267,57,Male,2003,Bachelor,Engineering,Lost Contact,No,Yes,C+,$250K-$500K,1,10.51,"Austin, USA",0,0.0,0.0,No
ALM008268,28,Male,2003,Master,Engineering,Inactive,Yes,Yes,Unknown,$100K-$150K,1,76.41,"Dubai, UAE",3,125.93,465.63,Yes
ALM008269,33,Male,1995,PhD,Business,Inactive,Yes,No,C,$100K-$150K,1,35.49,"Columbus, USA",10,190.88,1749.55,Yes
ALM008270,56,Male,1984,PhD,Business,Inactive,Yes,Yes,B,<$50K,1,9.04,"Austin, USA",19,554.83,11430.34,Yes
ALM008271,22,Male,2010,Bachelor,Liberal Arts,Active,Yes,Yes,D,$50K-$100K,3,72.51,"Atlanta, USA",0,0.0,0.0,No
ALM008272,60,Female,2011,Bachelor,Sciences,Inactive,Yes,Yes,B,$50K-$100K,1,15.29,"Pollachi, India",0,0.0,0.0,Yes
ALM008273,37,Female,2012,Bachelor,Business,Active,Yes,No,Unknown,<$50K,2,25.46,"Bordeaux, France",23,17.1,430.27,Yes
ALM008274,39,Female,2008,Professional,Sciences,Inactive,Yes,Yes,B,$150K-$250K,0,30.76,"Bhopal, India",0,0.0,0.0,No
ALM008275,28,Female,1979,Master,Education,Active,Yes,Yes,C,$100K-$150K,4,64.51,"Salem, India",19,566.13,10520.78,Yes
ALM008276,50,Female,1988,Master,Sciences,Active,No,No,C,$250K-$500K,3,63.71,"Singapore, Singapore",0,0.0,0.0,No
ALM008277,81,Female,1985,Bachelor,Engineering,Inactive,Yes,No,C+,$100K-$150K,4,27.33,"Perth, Australia",15,282.38,4375.49,Yes
ALM008278,56,Male,1974,Bachelor,Liberal Arts,Inactive,No,No,C+,>$500K,1,62.44,"Jacksonville, USA",0,0.0,0.0,No
ALM008279,32,Female,2004,Bachelor,Engineering,Lost Contact,Yes,No,C+,$50K-$100K,3,25.64,"New York, USA",13,433.88,7178.01,Yes
ALM008280,62,Male,2008,PhD,Business,Lost Contact,Yes,Yes,C,$50K-$100K,4,38.27,"Lyon, France",0,0.0,0.0,No
ALM008281,40,Male,1987,Bachelor,Liberal Arts,Lost Contact,Yes,No,C,$50K-$100K,2,16.26,"Cork, Ireland",0,0.0,0.0,No
ALM008282,65,Male,1977,Bachelor,Education,Active,Yes,Yes,B,$50K-$100K,1,13.7,"Adelaide, Australia",0,0.0,0.0,Yes
ALM008283,57,Female,2002,Bachelor,Sciences,Inactive,Yes,Yes,B,$150K-$250K,0,35.05,"Las Vegas, USA",10,1022.98,11887.69,Yes
ALM008284,22,Female,1993,Master,Sciences,Inactive,No,No,C,$100K-$150K,0,31.43,"Raleigh, USA",0,0.0,0.0,No
ALM008285,29,Female,1990,Bachelor,Liberal Arts,Active,Yes,Yes,B+,$50K-$100K,5,35.27,"Geneva, Switzerland",17,2288.21,38573.27,Yes
ALM008286,59,Female,2017,Master,Liberal Arts,Lost Contact,Yes,No,Unknown,$50K-$100K,2,7.06,"Detroit, USA",0,0.0,0.0,Yes
ALM008287,47,Female,2023,Bachelor,Education,Active,Yes,Yes,D,$150K-$250K,3,31.27,"Sharjah, UAE",23,73.98,1900.33,Yes
ALM008288,29,Female,1972,Bachelor,Engineering,Inactive,Yes,No,C+,$50K-$100K,2,18.29,"Leeds, UK",0,0.0,0.0,No
ALM008289,35,Female,1991,Bachelor,Business,Lost Contact,Yes,Yes,C+,$50K-$100K,0,14.21,"Portland, USA",0,0.0,0.0,Yes
ALM008290,22,Female,1982,PhD,Engineering,Active,Yes,Yes,B,$250K-$500K,1,47.19,"Mumbai, India",22,169.82,3874.15,Yes
ALM008291,43,Male,2012,Master,Business,Inactive,Yes,Yes,B+,$50K-$100K,3,35.57,"Düsseldorf, Germany",0,0.0,0.0,No
ALM008292,78,Male,2019,Bachelor,Business,Inactive,Yes,Yes,C+,>$500K,2,8.56,"Tokyo, Japan",0,0.0,0.0,No
ALM008293,57,Female,1997,Bachelor,Business,Inactive,No,Yes,Unknown,$50K-$100K,3,22.97,"Manila, Philippines",0,0.0,0.0,No
ALM008294,77,Male,2020,Bachelor,Education,Inactive,Yes,No,B+,$50K-$100K,0,48.09,"Hosur, India",0,0.0,0.0,No
ALM008295,58,Female,2018,Bachelor,Sciences,Lost Contact,No,Yes,C+,$100K-$150K,1,2.87,"Sydney, Australia",22,82.75,1814.76,Yes
